year,month,stateid,price,price-units
2023,3,AL,14.67,cents per kilowatt-hour
2023,3,AL,0.0,cents per kilowatt-hour
2023,4,ID,0.0,cents per kilowatt-hour
2023,4,IL,17.82,cents per kilowatt-hour
2023,4,IL,5.98,cents per kilowatt-hour
2023,4,IN,15.08,cents per kilowatt-hour
2023,4,IN,13.63,cents per kilowatt-hour
2023,4,IA,12.62,cents per kilowatt-hour
2023,4,IA,0.0,cents per kilowatt-hour
2023,4,KS,13.59,cents per kilowatt-hour
2023,4,KS,0.0,cents per kilowatt-hour
2023,10,CO,14.5,cents per kilowatt-hour
2023,10,CO,13.64,cents per kilowatt-hour
2023,10,CT,29.01,cents per kilowatt-hour
2023,10,CT,16.09,cents per kilowatt-hour
2023,10,DE,17.43,cents per kilowatt-hour
2023,10,DE,0.0,cents per kilowatt-hour
2023,11,KY,13.29,cents per kilowatt-hour
2023,11,KY,0.0,cents per kilowatt-hour
2023,11,LA,11.45,cents per kilowatt-hour
2023,11,LA,11.23,cents per kilowatt-hour
2023,11,ME,28.46,cents per kilowatt-hour
2023,11,ME,0.0,cents per kilowatt-hour
2023,5,NC,12.9,cents per kilowatt-hour
2023,5,NC,8.16,cents per kilowatt-hour
2023,5,ND,11.75,cents per kilowatt-hour
2023,5,ND,0.0,cents per kilowatt-hour
2023,5,OH,15.63,cents per kilowatt-hour
2023,5,OH,5.86,cents per kilowatt-hour
2023,5,OK,11.63,cents per kilowatt-hour
2023,5,OK,0.0,cents per kilowatt-hour
2023,5,OR,13.01,cents per kilowatt-hour
2023,5,OR,11.54,cents per kilowatt-hour
2023,7,NY,22.29,cents per kilowatt-hour
2023,7,NY,15.83,cents per kilowatt-hour
2023,7,NC,12.39,cents per kilowatt-hour
2023,7,NC,9.28,cents per kilowatt-hour
2023,7,ND,12.63,cents per kilowatt-hour
2023,7,ND,0.0,cents per kilowatt-hour
2023,7,OH,15.73,cents per kilowatt-hour
2023,7,OH,6.02,cents per kilowatt-hour
2023,7,OK,12.27,cents per kilowatt-hour
2023,7,OK,0.0,cents per kilowatt-hour
2023,7,OR,13.17,cents per kilowatt-hour
2023,7,OR,11.31,cents per kilowatt-hour
2023,1,WY,10.24,cents per kilowatt-hour
2023,1,WY,0.0,cents per kilowatt-hour
2023,1,NEW,29.95,cents per kilowatt-hour
2023,1,NEW,14.42,cents per kilowatt-hour
2023,1,MAT,19.88,cents per kilowatt-hour
2023,1,MAT,14.23,cents per kilowatt-hour
2023,1,ENC,15.8,cents per kilowatt-hour
2023,1,ENC,7.49,cents per kilowatt-hour
2023,1,WNC,11.34,cents per kilowatt-hour
2023,1,WNC,8.9,cents per kilowatt-hour
2023,1,SAT,13.9,cents per kilowatt-hour
2023,2,OK,11.34,cents per kilowatt-hour
2023,2,OK,0.0,cents per kilowatt-hour
2023,2,OR,12.25,cents per kilowatt-hour
2023,2,OR,11.1,cents per kilowatt-hour
2023,2,PA,18.33,cents per kilowatt-hour
2023,2,PA,11.46,cents per kilowatt-hour
2023,2,RI,29.08,cents per kilowatt-hour
2023,3,AK,23.45,cents per kilowatt-hour
2023,3,AK,0.0,cents per kilowatt-hour
2023,3,AZ,13.62,cents per kilowatt-hour
2023,3,AZ,8.96,cents per kilowatt-hour
2023,3,AR,12.21,cents per kilowatt-hour
2023,3,AR,11.18,cents per kilowatt-hour
2023,3,CA,30.39,cents per kilowatt-hour
2023,3,CA,11.79,cents per kilowatt-hour
2023,3,CO,13.8,cents per kilowatt-hour
2023,3,CO,12.37,cents per kilowatt-hour
2023,3,CT,33.06,cents per kilowatt-hour
2023,3,CT,27.22,cents per kilowatt-hour
2023,3,DE,15.33,cents per kilowatt-hour
2023,3,DE,0.0,cents per kilowatt-hour
2023,7,PA,17.94,cents per kilowatt-hour
2023,7,PA,10.04,cents per kilowatt-hour
2023,7,RI,24.31,cents per kilowatt-hour
2023,7,RI,16.73,cents per kilowatt-hour
2023,7,SC,13.21,cents per kilowatt-hour
2023,7,SC,0.0,cents per kilowatt-hour
2023,7,SD,13.3,cents per kilowatt-hour
2023,7,SD,0.0,cents per kilowatt-hour
2023,7,TN,12.22,cents per kilowatt-hour
2023,7,TN,0.0,cents per kilowatt-hour
2023,7,TX,13.95,cents per kilowatt-hour
2023,7,TX,7.22,cents per kilowatt-hour
2023,7,UT,11.71,cents per kilowatt-hour
2023,7,UT,12.31,cents per kilowatt-hour
2023,5,TN,12.27,cents per kilowatt-hour
2023,5,TN,0.0,cents per kilowatt-hour
2023,5,TX,14.65,cents per kilowatt-hour
2023,5,TX,6.84,cents per kilowatt-hour
2023,5,UT,10.84,cents per kilowatt-hour
2023,5,UT,12.3,cents per kilowatt-hour
2023,5,VT,21.03,cents per kilowatt-hour
2023,5,VT,0.0,cents per kilowatt-hour
2023,5,VA,15.19,cents per kilowatt-hour
2023,5,VA,10.76,cents per kilowatt-hour
2023,2,KY,12.64,cents per kilowatt-hour
2023,2,KY,0.0,cents per kilowatt-hour
2023,2,LA,12.88,cents per kilowatt-hour
2023,2,LA,13.22,cents per kilowatt-hour
2023,2,ME,26.32,cents per kilowatt-hour
2023,2,ME,0.0,cents per kilowatt-hour
2023,2,MD,16.22,cents per kilowatt-hour
2023,2,MD,11.23,cents per kilowatt-hour
2023,2,MA,32.56,cents per kilowatt-hour
2023,2,MA,8.65,cents per kilowatt-hour
2023,12,OK,10.79,cents per kilowatt-hour
2023,12,OK,0.0,cents per kilowatt-hour
2023,12,OR,12.61,cents per kilowatt-hour
2023,12,OR,11.73,cents per kilowatt-hour
2023,12,PA,17.52,cents per kilowatt-hour
2023,12,PA,10.71,cents per kilowatt-hour
2023,12,RI,30.86,cents per kilowatt-hour
2023,12,RI,20.94,cents per kilowatt-hour
2023,5,MN,15.32,cents per kilowatt-hour
2023,5,MN,12.66,cents per kilowatt-hour
2023,5,MS,13.89,cents per kilowatt-hour
2023,5,MS,0.0,cents per kilowatt-hour
2023,5,MO,12.27,cents per kilowatt-hour
2023,5,MO,8.43,cents per kilowatt-hour
2023,5,MT,12.79,cents per kilowatt-hour
2023,5,MT,0.0,cents per kilowatt-hour
2023,5,NE,11.77,cents per kilowatt-hour
2023,5,NE,0.0,cents per kilowatt-hour
2023,1,IL,15.99,cents per kilowatt-hour
2023,1,IL,7.44,cents per kilowatt-hour
2023,1,IN,15.43,cents per kilowatt-hour
2023,1,IN,13.29,cents per kilowatt-hour
2023,1,IA,11.38,cents per kilowatt-hour
2023,1,IA,0.0,cents per kilowatt-hour
2023,1,KS,12.73,cents per kilowatt-hour
2023,1,KS,0.0,cents per kilowatt-hour
2023,2,IL,17.03,cents per kilowatt-hour
2023,2,IL,7.15,cents per kilowatt-hour
2023,2,IN,16.12,cents per kilowatt-hour
2023,2,IN,0.0,cents per kilowatt-hour
2023,2,IA,11.69,cents per kilowatt-hour
2023,2,IA,0.0,cents per kilowatt-hour
2023,2,KS,14.45,cents per kilowatt-hour
2023,2,KS,0.0,cents per kilowatt-hour
2023,4,VT,0.0,cents per kilowatt-hour
2023,5,WA,11.16,cents per kilowatt-hour
2023,5,WA,10.24,cents per kilowatt-hour
2023,5,WV,14.6,cents per kilowatt-hour
2023,5,WV,0.0,cents per kilowatt-hour
2023,5,WI,17.43,cents per kilowatt-hour
2023,5,WI,16.34,cents per kilowatt-hour
2023,5,WY,11.9,cents per kilowatt-hour
2023,5,WY,0.0,cents per kilowatt-hour
2023,5,NEW,29.47,cents per kilowatt-hour
2023,5,NEW,11.16,cents per kilowatt-hour
2023,5,MAT,18.96,cents per kilowatt-hour
2023,5,MAT,14.3,cents per kilowatt-hour
2023,5,ENC,16.86,cents per kilowatt-hour
2023,5,ENC,7.27,cents per kilowatt-hour
2023,5,WNC,13.4,cents per kilowatt-hour
2023,5,WNC,10.3,cents per kilowatt-hour
2023,5,SAT,14.59,cents per kilowatt-hour
2023,5,SAT,10.27,cents per kilowatt-hour
2023,6,TN,12.34,cents per kilowatt-hour
2023,6,TN,0.0,cents per kilowatt-hour
2023,6,TX,14.35,cents per kilowatt-hour
2023,6,TX,6.99,cents per kilowatt-hour
2023,6,UT,11.44,cents per kilowatt-hour
2023,6,UT,12.37,cents per kilowatt-hour
2023,6,VT,21.0,cents per kilowatt-hour
2023,6,VT,0.0,cents per kilowatt-hour
2023,1,DE,14.25,cents per kilowatt-hour
2023,1,DE,0.0,cents per kilowatt-hour
2023,1,DC,14.96,cents per kilowatt-hour
2023,1,DC,10.26,cents per kilowatt-hour
2023,1,FL,14.89,cents per kilowatt-hour
2023,1,FL,11.14,cents per kilowatt-hour
2023,1,GA,12.81,cents per kilowatt-hour
2023,1,GA,9.28,cents per kilowatt-hour
2023,1,HI,44.96,cents per kilowatt-hour
2023,1,HI,0.0,cents per kilowatt-hour
2023,1,ID,10.51,cents per kilowatt-hour
2023,1,ID,0.0,cents per kilowatt-hour
2023,5,NV,17.43,cents per kilowatt-hour
2023,5,NV,13.02,cents per kilowatt-hour
2023,5,NH,30.6,cents per kilowatt-hour
2023,5,NH,0.0,cents per kilowatt-hour
2023,5,NJ,17.13,cents per kilowatt-hour
2023,5,NJ,11.94,cents per kilowatt-hour
2023,5,NM,12.96,cents per kilowatt-hour
2023,5,NM,0.0,cents per kilowatt-hour
2023,12,VT,21.09,cents per kilowatt-hour
2023,12,VT,0.0,cents per kilowatt-hour
2023,12,VA,13.54,cents per kilowatt-hour
2023,12,VA,9.97,cents per kilowatt-hour
2023,12,WA,10.98,cents per kilowatt-hour
2023,12,WA,10.08,cents per kilowatt-hour
2023,7,ENC,16.1,cents per kilowatt-hour
2023,7,ENC,6.91,cents per kilowatt-hour
2023,7,WNC,14.3,cents per kilowatt-hour
2023,7,WNC,13.12,cents per kilowatt-hour
2023,7,SAT,14.23,cents per kilowatt-hour
2023,7,SAT,10.22,cents per kilowatt-hour
2023,4,VA,14.58,cents per kilowatt-hour
2023,4,VA,14.4,cents per kilowatt-hour
2023,4,WA,10.95,cents per kilowatt-hour
2023,4,WA,10.19,cents per kilowatt-hour
2023,4,WV,14.38,cents per kilowatt-hour
2023,4,WV,0.0,cents per kilowatt-hour
2023,4,WI,16.98,cents per kilowatt-hour
2023,4,WI,16.93,cents per kilowatt-hour
2023,4,WY,11.19,cents per kilowatt-hour
2023,4,WY,0.0,cents per kilowatt-hour
2023,4,NEW,31.22,cents per kilowatt-hour
2023,4,NEW,11.64,cents per kilowatt-hour
2023,4,MAT,18.74,cents per kilowatt-hour
2023,4,MAT,13.59,cents per kilowatt-hour
2023,4,ENC,16.57,cents per kilowatt-hour
2023,4,ENC,6.37,cents per kilowatt-hour
2023,4,WNC,12.65,cents per kilowatt-hour
2023,4,WNC,9.55,cents per kilowatt-hour
2023,4,SAT,14.64,cents per kilowatt-hour
2023,9,FL,15.48,cents per kilowatt-hour
2023,5,ESC,13.26,cents per kilowatt-hour
2023,5,ESC,0.0,cents per kilowatt-hour
2023,5,WSC,13.81,cents per kilowatt-hour
2023,5,WSC,7.11,cents per kilowatt-hour
2023,5,MTN,13.89,cents per kilowatt-hour
2023,5,MTN,11.61,cents per kilowatt-hour
2023,5,PACC,22.11,cents per kilowatt-hour
2023,5,PACC,12.86,cents per kilowatt-hour
2023,9,AK,24.57,cents per kilowatt-hour
2023,9,AK,0.0,cents per kilowatt-hour
2023,9,AZ,14.38,cents per kilowatt-hour
2023,9,AZ,10.41,cents per kilowatt-hour
2023,9,AR,12.69,cents per kilowatt-hour
2023,9,AR,15.52,cents per kilowatt-hour
2023,9,CA,30.01,cents per kilowatt-hour
2023,9,CA,15.19,cents per kilowatt-hour
2023,9,CO,15.03,cents per kilowatt-hour
2023,9,CO,15.43,cents per kilowatt-hour
2023,9,CT,29.31,cents per kilowatt-hour
2023,9,CT,20.36,cents per kilowatt-hour
2023,8,AZ,13.83,cents per kilowatt-hour
2023,8,AZ,10.38,cents per kilowatt-hour
2023,8,AR,12.47,cents per kilowatt-hour
2023,8,AR,15.52,cents per kilowatt-hour
2023,3,NE,10.48,cents per kilowatt-hour
2023,3,NE,0.0,cents per kilowatt-hour
2023,3,NV,17.11,cents per kilowatt-hour
2023,3,NV,12.96,cents per kilowatt-hour
2023,3,NH,30.25,cents per kilowatt-hour
2023,3,NH,0.0,cents per kilowatt-hour
2023,3,NJ,17.12,cents per kilowatt-hour
2023,3,NJ,11.38,cents per kilowatt-hour
2023,3,NM,13.05,cents per kilowatt-hour
2023,3,NM,0.0,cents per kilowatt-hour
2023,3,NY,21.21,cents per kilowatt-hour
2023,3,NY,14.73,cents per kilowatt-hour
2023,3,NC,12.67,cents per kilowatt-hour
2023,3,NC,7.96,cents per kilowatt-hour
2023,7,ESC,13.03,cents per kilowatt-hour
2023,7,ESC,0.0,cents per kilowatt-hour
2023,7,WSC,13.34,cents per kilowatt-hour
2023,7,WSC,7.48,cents per kilowatt-hour
2023,7,MTN,14.03,cents per kilowatt-hour
2023,7,MTN,13.26,cents per kilowatt-hour
2023,7,PACC,23.37,cents per kilowatt-hour
2023,7,PACC,12.82,cents per kilowatt-hour
2023,7,PACN,34.13,cents per kilowatt-hour
2023,7,PACN,0.0,cents per kilowatt-hour
2023,7,US,15.86,cents per kilowatt-hour
2023,7,US,12.77,cents per kilowatt-hour
2023,8,AL,14.19,cents per kilowatt-hour
2023,8,AL,0.0,cents per kilowatt-hour
2023,5,PA,18.46,cents per kilowatt-hour
2023,5,PA,9.3,cents per kilowatt-hour
2023,5,RI,26.84,cents per kilowatt-hour
2023,5,RI,16.88,cents per kilowatt-hour
2023,9,FL,11.69,cents per kilowatt-hour
2023,9,GA,13.97,cents per kilowatt-hour
2023,9,GA,9.4,cents per kilowatt-hour
2023,9,HI,41.52,cents per kilowatt-hour
2023,9,HI,0.0,cents per kilowatt-hour
2023,9,ID,11.53,cents per kilowatt-hour
2023,9,ID,0.0,cents per kilowatt-hour
2023,9,IL,14.7,cents per kilowatt-hour
2023,9,IL,7.0,cents per kilowatt-hour
2023,2,WA,10.71,cents per kilowatt-hour
2023,2,WA,10.54,cents per kilowatt-hour
2023,2,WV,13.55,cents per kilowatt-hour
2023,2,WV,0.0,cents per kilowatt-hour
2023,2,WI,16.33,cents per kilowatt-hour
2023,2,WI,16.41,cents per kilowatt-hour
2023,2,WY,10.26,cents per kilowatt-hour
2023,2,WY,0.0,cents per kilowatt-hour
2023,2,NEW,31.26,cents per kilowatt-hour
2023,2,NEW,19.09,cents per kilowatt-hour
2023,2,MAT,20.26,cents per kilowatt-hour
2023,2,MAT,14.84,cents per kilowatt-hour
2023,6,PACN,0.0,cents per kilowatt-hour
2023,6,US,16.09,cents per kilowatt-hour
2023,6,US,12.41,cents per kilowatt-hour
2023,3,OK,11.71,cents per kilowatt-hour
2023,3,OK,0.0,cents per kilowatt-hour
2023,3,OR,12.22,cents per kilowatt-hour
2023,3,OR,11.43,cents per kilowatt-hour
2023,2,MI,17.99,cents per kilowatt-hour
2023,2,MI,12.67,cents per kilowatt-hour
2023,2,MN,13.63,cents per kilowatt-hour
2023,2,MN,11.88,cents per kilowatt-hour
2023,2,MS,13.57,cents per kilowatt-hour
2023,2,MS,0.0,cents per kilowatt-hour
2023,2,MO,11.36,cents per kilowatt-hour
2023,2,MO,7.74,cents per kilowatt-hour
2023,2,MT,11.96,cents per kilowatt-hour
2023,2,MT,0.0,cents per kilowatt-hour
2023,2,NE,10.16,cents per kilowatt-hour
2023,2,NE,0.0,cents per kilowatt-hour
2023,2,NV,17.04,cents per kilowatt-hour
2023,2,NV,13.21,cents per kilowatt-hour
2023,2,NH,30.98,cents per kilowatt-hour
2023,2,NH,0.0,cents per kilowatt-hour
2023,2,NJ,16.97,cents per kilowatt-hour
2023,2,NJ,12.64,cents per kilowatt-hour
2023,2,NM,13.75,cents per kilowatt-hour
2023,2,NM,0.0,cents per kilowatt-hour
2023,2,NY,24.18,cents per kilowatt-hour
2023,2,NY,15.75,cents per kilowatt-hour
2023,11,NM,14.2,cents per kilowatt-hour
2023,11,NM,0.0,cents per kilowatt-hour
2023,11,NY,22.85,cents per kilowatt-hour
2023,11,NY,15.78,cents per kilowatt-hour
2023,11,NC,13.39,cents per kilowatt-hour
2023,11,NC,9.27,cents per kilowatt-hour
2023,11,ND,10.77,cents per kilowatt-hour
2023,11,ND,0.0,cents per kilowatt-hour
2023,11,OH,15.65,cents per kilowatt-hour
2023,11,OH,6.15,cents per kilowatt-hour
2023,11,OK,11.88,cents per kilowatt-hour
2023,11,OK,0.0,cents per kilowatt-hour
2023,11,OR,12.99,cents per kilowatt-hour
2023,11,OR,11.51,cents per kilowatt-hour
2023,11,PA,18.11,cents per kilowatt-hour
2023,11,PA,10.08,cents per kilowatt-hour
2023,2,ENC,16.28,cents per kilowatt-hour
2023,2,ENC,7.08,cents per kilowatt-hour
2023,2,WNC,12.03,cents per kilowatt-hour
2023,2,WNC,9.72,cents per kilowatt-hour
2023,2,SAT,14.56,cents per kilowatt-hour
2023,2,SAT,10.24,cents per kilowatt-hour
2023,2,ESC,13.39,cents per kilowatt-hour
2023,2,ESC,0.0,cents per kilowatt-hour
2023,3,PA,18.13,cents per kilowatt-hour
2023,3,PA,9.36,cents per kilowatt-hour
2023,3,RI,27.91,cents per kilowatt-hour
2023,3,RI,16.1,cents per kilowatt-hour
2023,12,MT,12.58,cents per kilowatt-hour
2023,12,MT,0.0,cents per kilowatt-hour
2023,12,NE,10.47,cents per kilowatt-hour
2023,12,NE,0.0,cents per kilowatt-hour
2023,12,NV,15.55,cents per kilowatt-hour
2023,12,NV,12.1,cents per kilowatt-hour
2023,12,NH,24.74,cents per kilowatt-hour
2023,12,NH,0.0,cents per kilowatt-hour
2023,12,NJ,17.56,cents per kilowatt-hour
2023,12,NJ,11.66,cents per kilowatt-hour
2023,12,NM,13.37,cents per kilowatt-hour
2023,12,NM,0.0,cents per kilowatt-hour
2023,12,NY,22.42,cents per kilowatt-hour
2023,12,NY,14.38,cents per kilowatt-hour
2023,12,NC,12.97,cents per kilowatt-hour
2023,12,NC,9.33,cents per kilowatt-hour
2023,9,MS,12.85,cents per kilowatt-hour
2023,9,MS,0.0,cents per kilowatt-hour
2023,9,MO,14.03,cents per kilowatt-hour
2023,9,MO,13.31,cents per kilowatt-hour
2023,9,MT,13.15,cents per kilowatt-hour
2023,9,MT,0.0,cents per kilowatt-hour
2023,9,NE,12.32,cents per kilowatt-hour
2023,9,NE,0.0,cents per kilowatt-hour
2023,9,NV,16.94,cents per kilowatt-hour
2023,9,NV,13.01,cents per kilowatt-hour
2023,9,NH,23.24,cents per kilowatt-hour
2023,9,NH,0.0,cents per kilowatt-hour
2023,9,NJ,17.97,cents per kilowatt-hour
2023,9,NJ,11.86,cents per kilowatt-hour
2023,9,NM,14.88,cents per kilowatt-hour
2023,9,NM,0.0,cents per kilowatt-hour
2023,9,NY,23.24,cents per kilowatt-hour
2023,9,NY,19.09,cents per kilowatt-hour
2023,9,NC,13.72,cents per kilowatt-hour
2023,9,NC,10.12,cents per kilowatt-hour
2023,10,DC,18.03,cents per kilowatt-hour
2023,10,DC,10.51,cents per kilowatt-hour
2023,10,FL,15.45,cents per kilowatt-hour
2023,10,FL,11.45,cents per kilowatt-hour
2023,10,GA,13.69,cents per kilowatt-hour
2023,10,GA,6.13,cents per kilowatt-hour
2023,10,HI,42.68,cents per kilowatt-hour
2023,10,HI,0.0,cents per kilowatt-hour
2023,10,ID,12.07,cents per kilowatt-hour
2023,10,ID,0.0,cents per kilowatt-hour
2023,10,IL,15.75,cents per kilowatt-hour
2023,10,IL,7.14,cents per kilowatt-hour
2023,10,IN,15.17,cents per kilowatt-hour
2023,10,IN,13.29,cents per kilowatt-hour
2023,10,IA,13.46,cents per kilowatt-hour
2023,10,IA,0.0,cents per kilowatt-hour
2023,10,KS,13.45,cents per kilowatt-hour
2023,10,KS,0.0,cents per kilowatt-hour
2023,12,ND,10.27,cents per kilowatt-hour
2023,12,ND,0.0,cents per kilowatt-hour
2023,12,OH,15.57,cents per kilowatt-hour
2023,12,OH,6.14,cents per kilowatt-hour
2023,4,SAT,10.11,cents per kilowatt-hour
2023,4,ESC,13.06,cents per kilowatt-hour
2023,4,ESC,0.0,cents per kilowatt-hour
2023,4,WSC,13.56,cents per kilowatt-hour
2023,4,WSC,7.37,cents per kilowatt-hour
2023,4,MTN,13.38,cents per kilowatt-hour
2023,4,MTN,12.16,cents per kilowatt-hour
2023,4,PACC,21.33,cents per kilowatt-hour
2023,4,PACC,11.37,cents per kilowatt-hour
2023,4,PACN,34.5,cents per kilowatt-hour
2023,4,PACN,0.0,cents per kilowatt-hour
2023,4,US,16.1,cents per kilowatt-hour
2023,4,US,12.05,cents per kilowatt-hour
2023,7,LA,11.26,cents per kilowatt-hour
2023,7,LA,10.91,cents per kilowatt-hour
2023,3,ND,9.75,cents per kilowatt-hour
2023,3,ND,0.0,cents per kilowatt-hour
2023,3,OH,14.89,cents per kilowatt-hour
2023,3,OH,5.63,cents per kilowatt-hour
2023,6,OK,12.43,cents per kilowatt-hour
2023,6,OK,0.0,cents per kilowatt-hour
2023,6,OR,13.14,cents per kilowatt-hour
2023,6,OR,11.36,cents per kilowatt-hour
2023,6,PA,18.39,cents per kilowatt-hour
2023,6,PA,9.04,cents per kilowatt-hour
2023,6,RI,23.83,cents per kilowatt-hour
2023,6,RI,17.72,cents per kilowatt-hour
2023,6,SC,13.75,cents per kilowatt-hour
2023,6,SC,0.0,cents per kilowatt-hour
2023,6,SD,13.3,cents per kilowatt-hour
2023,6,SD,0.0,cents per kilowatt-hour
2023,3,MTN,13.04,cents per kilowatt-hour
2023,3,MTN,12.14,cents per kilowatt-hour
2023,9,ND,12.83,cents per kilowatt-hour
2023,9,ND,0.0,cents per kilowatt-hour
2023,10,KY,13.17,cents per kilowatt-hour
2023,10,KY,0.0,cents per kilowatt-hour
2023,10,LA,11.95,cents per kilowatt-hour
2023,10,LA,10.61,cents per kilowatt-hour
2023,10,ME,29.06,cents per kilowatt-hour
2023,10,ME,0.0,cents per kilowatt-hour
2023,10,MD,18.38,cents per kilowatt-hour
2023,10,MD,11.55,cents per kilowatt-hour
2023,10,MA,28.19,cents per kilowatt-hour
2023,10,MA,6.65,cents per kilowatt-hour
2023,10,MI,19.2,cents per kilowatt-hour
2023,10,MI,14.43,cents per kilowatt-hour
2023,10,MN,15.45,cents per kilowatt-hour
2023,10,MN,12.4,cents per kilowatt-hour
2023,10,MS,13.47,cents per kilowatt-hour
2023,10,MS,0.0,cents per kilowatt-hour
2023,10,MO,12.2,cents per kilowatt-hour
2023,10,MO,12.48,cents per kilowatt-hour
2023,10,MT,12.93,cents per kilowatt-hour
2023,10,MT,0.0,cents per kilowatt-hour
2023,7,ME,27.73,cents per kilowatt-hour
2023,7,ME,0.0,cents per kilowatt-hour
2023,7,VT,20.45,cents per kilowatt-hour
2023,7,VT,0.0,cents per kilowatt-hour
2023,7,VA,13.88,cents per kilowatt-hour
2023,7,VA,10.91,cents per kilowatt-hour
2023,7,WA,11.15,cents per kilowatt-hour
2023,7,WA,9.89,cents per kilowatt-hour
2023,7,WV,14.08,cents per kilowatt-hour
2023,7,WV,0.0,cents per kilowatt-hour
2023,7,WI,17.02,cents per kilowatt-hour
2023,7,WI,16.5,cents per kilowatt-hour
2023,7,WY,12.49,cents per kilowatt-hour
2023,7,WY,0.0,cents per kilowatt-hour
2023,7,NEW,26.84,cents per kilowatt-hour
2023,7,NEW,12.52,cents per kilowatt-hour
2023,7,MAT,19.7,cents per kilowatt-hour
2023,7,MAT,14.73,cents per kilowatt-hour
2023,9,WV,14.35,cents per kilowatt-hour
2023,9,WV,0.0,cents per kilowatt-hour
2023,2,NC,12.75,cents per kilowatt-hour
2023,2,NC,7.81,cents per kilowatt-hour
2023,2,ND,10.01,cents per kilowatt-hour
2023,2,ND,0.0,cents per kilowatt-hour
2023,2,OH,14.62,cents per kilowatt-hour
2023,2,OH,5.31,cents per kilowatt-hour
2023,1,KY,12.83,cents per kilowatt-hour
2023,1,KY,0.0,cents per kilowatt-hour
2023,1,LA,11.98,cents per kilowatt-hour
2023,1,LA,9.77,cents per kilowatt-hour
2023,1,ME,24.08,cents per kilowatt-hour
2023,1,ME,0.0,cents per kilowatt-hour
2023,1,MD,15.98,cents per kilowatt-hour
2023,1,MD,10.79,cents per kilowatt-hour
2023,1,MA,32.19,cents per kilowatt-hour
2023,1,MA,7.2,cents per kilowatt-hour
2023,1,MI,18.16,cents per kilowatt-hour
2023,1,MI,12.07,cents per kilowatt-hour
2023,1,MN,13.25,cents per kilowatt-hour
2023,1,MN,11.07,cents per kilowatt-hour
2023,1,MS,12.98,cents per kilowatt-hour
2023,1,MS,0.0,cents per kilowatt-hour
2023,1,MO,10.54,cents per kilowatt-hour
2023,1,MO,7.14,cents per kilowatt-hour
2023,1,MT,11.89,cents per kilowatt-hour
2023,1,MT,0.0,cents per kilowatt-hour
2023,1,NE,9.27,cents per kilowatt-hour
2023,9,WI,17.41,cents per kilowatt-hour
2023,9,WI,19.26,cents per kilowatt-hour
2023,9,WY,12.64,cents per kilowatt-hour
2023,9,WY,0.0,cents per kilowatt-hour
2023,9,NEW,27.37,cents per kilowatt-hour
2023,9,NEW,12.49,cents per kilowatt-hour
2023,9,MAT,20.11,cents per kilowatt-hour
2023,9,MAT,17.58,cents per kilowatt-hour
2023,9,OH,15.59,cents per kilowatt-hour
2023,9,OH,6.68,cents per kilowatt-hour
2023,9,OK,13.03,cents per kilowatt-hour
2023,9,OK,0.0,cents per kilowatt-hour
2023,9,OR,13.19,cents per kilowatt-hour
2023,9,OR,11.28,cents per kilowatt-hour
2023,9,PA,18.02,cents per kilowatt-hour
2023,9,PA,10.6,cents per kilowatt-hour
2023,9,RI,25.27,cents per kilowatt-hour
2023,5,PACN,34.99,cents per kilowatt-hour
2023,5,PACN,0.0,cents per kilowatt-hour
2023,1,AK,21.73,cents per kilowatt-hour
2023,1,AK,0.0,cents per kilowatt-hour
2023,1,AZ,12.63,cents per kilowatt-hour
2023,1,AZ,8.77,cents per kilowatt-hour
2023,1,AR,11.42,cents per kilowatt-hour
2023,1,AR,13.94,cents per kilowatt-hour
2023,1,CA,26.47,cents per kilowatt-hour
2023,1,CA,11.67,cents per kilowatt-hour
2023,1,CO,14.11,cents per kilowatt-hour
2023,1,CO,12.57,cents per kilowatt-hour
2023,1,CT,30.29,cents per kilowatt-hour
2023,1,CT,25.99,cents per kilowatt-hour
2023,1,WV,13.06,cents per kilowatt-hour
2023,1,WV,0.0,cents per kilowatt-hour
2023,1,WI,16.17,cents per kilowatt-hour
2023,1,WI,15.54,cents per kilowatt-hour
2023,10,US,16.48,cents per kilowatt-hour
2023,10,US,12.65,cents per kilowatt-hour
2023,11,AL,14.98,cents per kilowatt-hour
2023,11,AL,0.0,cents per kilowatt-hour
2023,11,AK,24.13,cents per kilowatt-hour
2023,11,AK,0.0,cents per kilowatt-hour
2023,11,AZ,14.55,cents per kilowatt-hour
2023,11,AZ,9.68,cents per kilowatt-hour
2023,1,NE,0.0,cents per kilowatt-hour
2023,1,NV,16.8,cents per kilowatt-hour
2023,1,NV,11.91,cents per kilowatt-hour
2023,1,NH,31.68,cents per kilowatt-hour
2023,1,NH,0.0,cents per kilowatt-hour
2023,1,OK,10.75,cents per kilowatt-hour
2023,1,OK,0.0,cents per kilowatt-hour
2023,1,OR,12.09,cents per kilowatt-hour
2023,1,OR,11.16,cents per kilowatt-hour
2023,1,PA,18.02,cents per kilowatt-hour
2023,1,PA,11.24,cents per kilowatt-hour
2023,1,RI,28.94,cents per kilowatt-hour
2023,1,RI,17.94,cents per kilowatt-hour
2023,1,SC,13.58,cents per kilowatt-hour
2023,1,SC,0.0,cents per kilowatt-hour
2023,1,SD,11.19,cents per kilowatt-hour
2023,1,SD,0.0,cents per kilowatt-hour
